xflr5 v6.47

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  10.000000
Beta  = ,   0.000�
Phi   = ,   0.000�
Ctrl  = ,   0.000
CL    = ,   1.216729
Cy    = ,   0.000000
Cd=,   0.051050,ICd=,    0.051050,PCd=,    0.000000
Cl   = ,4.25838e-16
Cm   =,    -1.55736
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,   10.816701, YCP=,   -0.000000, ZCP=,    1.021642 
XNP=,    0.000000
Bending =, 275043.031289

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -34.9003,   3.6043, -8.257, 0.412250, 0.000000, 0.059820,-2.591320, 0.000014, 0.0000, 0.0000, 0.2466, 0.0000
  -34.6619,   3.6613, -7.013, 0.685524, 0.000000, 0.084320,-3.781817,-0.033490, 0.0000, 0.0000, 0.2913, 2.6683
  -34.1867,   3.7749, -5.815, 0.925208, 0.000000, 0.094200,-4.710091,-0.041339, 0.0000, 0.0000, 0.2876,34.8760
  -33.4780,   3.9444, -4.736, 1.104337, 0.000000, 0.091460,-5.323352,-0.061393, 0.0000, 0.0000, 0.2985,175.4987
  -32.5406,   4.1686, -3.830, 1.225074, 0.000000, 0.081976,-5.503652,-0.078765, 0.0000, 0.0000, 0.3071,573.8634
  -31.3809,   4.4459, -3.130, 1.298445, 0.000000, 0.070964,-5.339182,-0.090534, 0.0000, 0.0000, 0.3124,1459.0847
  -30.0069,   4.7744, -2.639, 1.337369, 0.000000, 0.061581,-4.956481,-0.097621, 0.0000, 0.0000, 0.3156,3142.9139
  -28.4278,   5.1520, -2.326, 1.352701, 0.000000, 0.054883,-4.460802,-0.101624, 0.0000, 0.0000, 0.3177,6018.6337
  -26.6546,   5.5761, -2.151, 1.352139, 0.000000, 0.050715,-3.924322,-0.103770, 0.0000, 0.0000, 0.3194,10556.8645
  -24.6993,   6.0436, -2.076, 1.340662, 0.000000, 0.048505,-3.391284,-0.104816, 0.0000, 0.0000, 0.3209,17297.7209
  -22.5753,   6.5516, -2.070, 1.321342, 0.000000, 0.047670,-2.886691,-0.105202, 0.0000, 0.0000, 0.3224,26838.2902
  -20.2971,   7.0963, -2.114, 1.295980, 0.000000, 0.047727,-2.423208,-0.105185, 0.0000, 0.0000, 0.3240,39814.6182
  -17.8802,   7.6743, -2.191, 1.265551, 0.000000, 0.048290,-2.006028,-0.104918, 0.0000, 0.0000, 0.3259,56877.8154
  -15.3412,   8.2815, -2.289, 1.230457, 0.000000, 0.049037,-1.635919,-0.104524, 0.0000, 0.0000, 0.3281,78664.4138
  -12.6974,   8.9137, -2.396, 1.190665, 0.000000, 0.049651,-1.311374,-0.104149, 0.0000, 0.0000, 0.3308,105761.6055
   -9.9668,   9.5666, -2.496, 1.145765, 0.000000, 0.049742,-1.029846,-0.104059, 0.0000, 0.0000, 0.3344,138668.4513
   -7.1682,  10.2359, -2.563, 1.094977, 0.000000, 0.048725,-0.788770,-0.104885, 0.0000, 0.0000, 0.3397,177754.5236
   -4.3206,  10.9168, -2.537, 1.036970, 0.000000, 0.045444,-0.586648,-0.108233, 0.0000, 0.0000, 0.3489,223217.7937
   -1.4435,  11.6048, -2.239, 0.966575, 0.000000, 0.036244,-0.425486,-0.119681, 0.0000, 0.0000, 0.3698,275043.0313
    1.4435,  11.6048, -2.239, 0.966575, 0.000000, 0.036244,-0.425486,-0.119681, 0.0000, 0.0000, 0.3698,275043.0313
    4.3206,  10.9168, -2.537, 1.036970, 0.000000, 0.045444,-0.586648,-0.108233, 0.0000, 0.0000, 0.3489,223217.7937
    7.1682,  10.2359, -2.563, 1.094977, 0.000000, 0.048725,-0.788770,-0.104885, 0.0000, 0.0000, 0.3397,177754.5236
    9.9668,   9.5666, -2.496, 1.145765, 0.000000, 0.049742,-1.029846,-0.104059, 0.0000, 0.0000, 0.3344,138668.4513
   12.6974,   8.9137, -2.396, 1.190665, 0.000000, 0.049651,-1.311374,-0.104149, 0.0000, 0.0000, 0.3308,105761.6055
   15.3412,   8.2815, -2.289, 1.230457, 0.000000, 0.049037,-1.635919,-0.104524, 0.0000, 0.0000, 0.3281,78664.4138
   17.8802,   7.6743, -2.191, 1.265551, 0.000000, 0.048290,-2.006028,-0.104918, 0.0000, 0.0000, 0.3259,56877.8154
   20.2971,   7.0963, -2.114, 1.295980, 0.000000, 0.047727,-2.423208,-0.105185, 0.0000, 0.0000, 0.3240,39814.6182
   22.5753,   6.5516, -2.070, 1.321342, 0.000000, 0.047670,-2.886691,-0.105202, 0.0000, 0.0000, 0.3224,26838.2902
   24.6993,   6.0436, -2.076, 1.340662, 0.000000, 0.048505,-3.391284,-0.104816, 0.0000, 0.0000, 0.3209,17297.7209
   26.6546,   5.5761, -2.151, 1.352139, 0.000000, 0.050715,-3.924322,-0.103770, 0.0000, 0.0000, 0.3194,10556.8645
   28.4278,   5.1520, -2.326, 1.352701, 0.000000, 0.054883,-4.460802,-0.101624, 0.0000, 0.0000, 0.3177,6018.6337
   30.0069,   4.7744, -2.639, 1.337369, 0.000000, 0.061581,-4.956481,-0.097621, 0.0000, 0.0000, 0.3156,3142.9139
   31.3809,   4.4459, -3.130, 1.298445, 0.000000, 0.070964,-5.339182,-0.090534, 0.0000, 0.0000, 0.3124,1459.0847
   32.5406,   4.1686, -3.830, 1.225074, 0.000000, 0.081976,-5.503652,-0.078765, 0.0000, 0.0000, 0.3071,573.8634
   33.4780,   3.9444, -4.736, 1.104337, 0.000000, 0.091460,-5.323352,-0.061393, 0.0000, 0.0000, 0.2985,175.4987
   34.1867,   3.7749, -5.815, 0.925208, 0.000000, 0.094200,-4.710091,-0.041339, 0.0000, 0.0000, 0.2876,34.8760
   34.6619,   3.6613, -7.013, 0.685524, 0.000000, 0.084320,-3.781817,-0.033490, 0.0000, 0.0000, 0.2913, 2.6683
   34.9003,   3.6043, -8.257, 0.412250, 0.000000, 0.059820,-2.591320, 0.000014, 0.0000, 0.0000, 0.2466, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 143,   2.073e+01,  -3.136e+01,   1.154e+00,      -0.128,      -0.072,      -0.989,   8.274e-02,      0.2688
 144,   2.060e+01,  -3.136e+01,   1.169e+00,      -0.109,      -0.067,      -0.992,   2.428e-01,      0.3307
 145,   2.036e+01,  -3.136e+01,   1.178e+00,       0.009,      -0.032,      -0.999,   3.863e-01,      0.3484
 146,   2.000e+01,  -3.136e+01,   1.162e+00,       0.073,      -0.012,      -0.997,   5.104e-01,      0.3049
 147,   1.957e+01,  -3.136e+01,   1.120e+00,       0.113,       0.001,      -0.994,   6.063e-01,      0.2546
 148,   1.907e+01,  -3.136e+01,   1.062e+00,       0.120,       0.004,      -0.993,   6.655e-01,      0.2088
 149,   1.854e+01,  -3.136e+01,   1.003e+00,       0.099,      -0.005,      -0.995,   6.838e-01,      0.1846
 150,   1.801e+01,  -3.136e+01,   9.642e-01,       0.049,      -0.026,      -0.998,   6.613e-01,      0.2085
 151,   1.751e+01,  -3.137e+01,   9.545e-01,      -0.012,      -0.053,      -0.999,   6.027e-01,      0.2969
 152,   1.708e+01,  -3.136e+01,   9.719e-01,      -0.072,      -0.080,      -0.994,   5.113e-01,      0.4413
 153,   1.672e+01,  -3.136e+01,   1.008e+00,      -0.141,      -0.114,      -0.984,   3.918e-01,      0.6298
 154,   1.648e+01,  -3.136e+01,   1.058e+00,      -0.284,      -0.185,      -0.941,   2.552e-01,      0.7484
 155,   1.635e+01,  -3.136e+01,   1.118e+00,      -0.655,      -0.365,      -0.662,   1.221e-01,     -0.2434
 156,   1.635e+01,  -3.136e+01,   1.209e+00,      -0.799,      -0.399,       0.450,   1.865e-01,     -3.6469
 157,   1.648e+01,  -3.136e+01,   1.322e+00,      -0.485,      -0.225,       0.845,   2.874e-01,     -3.1754
 158,   1.672e+01,  -3.135e+01,   1.429e+00,      -0.320,      -0.139,       0.937,   4.138e-01,     -2.1749
 159,   1.708e+01,  -3.135e+01,   1.524e+00,      -0.206,      -0.083,       0.975,   5.230e-01,     -1.7767
 160,   1.751e+01,  -3.135e+01,   1.591e+00,      -0.101,      -0.033,       0.994,   6.057e-01,     -1.5312
 161,   1.801e+01,  -3.135e+01,   1.614e+00,       0.003,       0.013,       1.000,   6.596e-01,     -1.2749
 162,   1.854e+01,  -3.135e+01,   1.587e+00,       0.097,       0.052,       0.994,   6.828e-01,     -0.9631
 163,   1.907e+01,  -3.135e+01,   1.518e+00,       0.163,       0.077,       0.984,   6.696e-01,     -0.6451
 164,   1.957e+01,  -3.135e+01,   1.425e+00,       0.204,       0.092,       0.975,   6.161e-01,     -0.3719
 165,   2.000e+01,  -3.136e+01,   1.330e+00,       0.222,       0.098,       0.970,   5.233e-01,     -0.1656
 166,   2.036e+01,  -3.136e+01,   1.249e+00,       0.226,       0.099,       0.969,   3.976e-01,     -0.0307
 167,   2.060e+01,  -3.136e+01,   1.190e+00,       0.240,       0.103,       0.965,   2.492e-01,      0.1205
 168,   2.073e+01,  -3.136e+01,   1.158e+00,       0.243,       0.104,       0.965,   8.477e-02,      0.2186
Strip 7
 169,   2.034e+01,  -2.999e+01,   1.104e+00,      -0.128,      -0.072,      -0.989,   1.036e-01,      0.2778
 170,   2.021e+01,  -2.999e+01,   1.120e+00,      -0.109,      -0.067,      -0.992,   3.039e-01,      0.3420
 171,   1.994e+01,  -2.999e+01,   1.129e+00,       0.009,      -0.032,      -0.999,   4.835e-01,      0.3626
 172,   1.956e+01,  -2.999e+01,   1.112e+00,       0.073,      -0.012,      -0.997,   6.388e-01,      0.3214
 173,   1.909e+01,  -2.999e+01,   1.068e+00,       0.113,       0.001,      -0.994,   7.587e-01,      0.2733
 174,   1.856e+01,  -2.999e+01,   1.005e+00,       0.120,       0.004,      -0.993,   8.329e-01,      0.2292
 175,   1.799e+01,  -2.999e+01,   9.423e-01,       0.099,      -0.005,      -0.995,   8.557e-01,      0.2060
 176,   1.742e+01,  -2.999e+01,   9.001e-01,       0.049,      -0.026,      -0.998,   8.277e-01,      0.2298
 177,   1.689e+01,  -2.999e+01,   8.897e-01,      -0.012,      -0.053,      -0.999,   7.543e-01,      0.3167
 178,   1.642e+01,  -2.999e+01,   9.084e-01,      -0.072,      -0.080,      -0.994,   6.400e-01,      0.4584
 179,   1.604e+01,  -2.999e+01,   9.472e-01,      -0.141,      -0.114,      -0.984,   4.905e-01,      0.6429
 180,   1.577e+01,  -2.999e+01,   1.001e+00,      -0.284,      -0.185,      -0.941,   3.195e-01,      0.7499
 181,   1.564e+01,  -2.999e+01,   1.066e+00,      -0.654,      -0.365,      -0.662,   1.530e-01,     -0.2811
 182,   1.564e+01,  -2.999e+01,   1.163e+00,      -0.799,      -0.399,       0.449,   2.332e-01,     -3.7398
 183,   1.577e+01,  -2.998e+01,   1.285e+00,      -0.485,      -0.225,       0.845,   3.595e-01,     -3.2374
 184,   1.604e+01,  -2.998e+01,   1.400e+00,      -0.320,      -0.139,       0.937,   5.177e-01,     -2.2166
 185,   1.642e+01,  -2.998e+01,   1.501e+00,      -0.206,      -0.083,       0.975,   6.544e-01,     -1.8135
 186,   1.689e+01,  -2.998e+01,   1.573e+00,      -0.101,      -0.033,       0.994,   7.580e-01,     -1.5662
 187,   1.742e+01,  -2.997e+01,   1.598e+00,       0.003,       0.013,       1.000,   8.256e-01,     -1.3077
 188,   1.799e+01,  -2.998e+01,   1.569e+00,       0.097,       0.052,       0.994,   8.547e-01,     -0.9919
 189,   1.856e+01,  -2.998e+01,   1.495e+00,       0.163,       0.077,       0.984,   8.383e-01,     -0.6682
 190,   1.909e+01,  -2.998e+01,   1.395e+00,       0.204,       0.092,       0.975,   7.713e-01,     -0.3885
 191,   1.956e+01,  -2.998e+01,   1.293e+00,       0.222,       0.098,       0.970,   6.551e-01,     -0.1759
 192,   1.994e+01,  -2.998e+01,   1.206e+00,       0.226,       0.099,       0.969,   4.978e-01,     -0.0358
 193,   2.021e+01,  -2.999e+01,   1.142e+00,       0.240,       0.103,       0.965,   3.119e-01,      0.1198
 194,   2.034e+01,  -2.999e+01,   1.108e+00,       0.243,       0.104,       0.965,   1.061e-01,      0.2203
Strip 8
 195,   1.990e+01,  -2.841e+01,   1.047e+00,      -0.128,      -0.072,      -0.989,   1.269e-01,      0.2827
 196,   1.975e+01,  -2.841e+01,   1.063e+00,      -0.109,      -0.067,      -0.992,   3.723e-01,      0.3483
 197,   1.946e+01,  -2.841e+01,   1.074e+00,       0.009,      -0.032,      -0.999,   5.923e-01,      0.3704
 198,   1.905e+01,  -2.841e+01,   1.055e+00,       0.073,      -0.012,      -0.997,   7.824e-01,      0.3305
 199,   1.855e+01,  -2.841e+01,   1.007e+00,       0.113,       0.001,      -0.994,   9.293e-01,      0.2833
 200,   1.797e+01,  -2.841e+01,   9.394e-01,       0.120,       0.004,      -0.993,   1.020e+00,      0.2398
 201,   1.736e+01,  -2.841e+01,   8.720e-01,       0.099,      -0.005,      -0.995,   1.048e+00,      0.2167
 202,   1.675e+01,  -2.841e+01,   8.265e-01,       0.049,      -0.026,      -0.998,   1.014e+00,      0.2397
 203,   1.617e+01,  -2.841e+01,   8.152e-01,      -0.012,      -0.053,      -0.999,   9.240e-01,      0.3253
 204,   1.566e+01,  -2.841e+01,   8.354e-01,      -0.072,      -0.080,      -0.994,   7.840e-01,      0.4650
 205,   1.525e+01,  -2.841e+01,   8.773e-01,      -0.141,      -0.114,      -0.984,   6.010e-01,      0.6475
 206,   1.497e+01,  -2.841e+01,   9.355e-01,      -0.284,      -0.185,      -0.941,   3.915e-01,      0.7528
 207,   1.482e+01,  -2.841e+01,   1.005e+00,      -0.654,      -0.365,      -0.663,   1.875e-01,     -0.2765
 208,   1.482e+01,  -2.841e+01,   1.110e+00,      -0.800,      -0.400,       0.448,   2.856e-01,     -3.7419
 209,   1.497e+01,  -2.840e+01,   1.241e+00,      -0.486,      -0.225,       0.845,   4.401e-01,     -3.2443
 210,   1.525e+01,  -2.840e+01,   1.366e+00,      -0.320,      -0.140,       0.937,   6.338e-01,     -2.2249
 211,   1.566e+01,  -2.840e+01,   1.475e+00,      -0.206,      -0.083,       0.975,   8.014e-01,     -1.8240
 212,   1.617e+01,  -2.840e+01,   1.553e+00,      -0.101,      -0.033,       0.994,   9.284e-01,     -1.5785
 213,   1.675e+01,  -2.840e+01,   1.580e+00,       0.003,       0.013,       1.000,   1.011e+00,     -1.3208
 214,   1.736e+01,  -2.840e+01,   1.549e+00,       0.097,       0.052,       0.994,   1.047e+00,     -1.0042
 215,   1.797e+01,  -2.840e+01,   1.468e+00,       0.163,       0.077,       0.984,   1.027e+00,     -0.6787
 216,   1.855e+01,  -2.840e+01,   1.361e+00,       0.204,       0.092,       0.975,   9.450e-01,     -0.3965
 217,   1.905e+01,  -2.840e+01,   1.250e+00,       0.222,       0.098,       0.970,   8.026e-01,     -0.1812
 218,   1.946e+01,  -2.841e+01,   1.156e+00,       0.226,       0.099,       0.969,   6.099e-01,     -0.0387
 219,   1.975e+01,  -2.841e+01,   1.088e+00,       0.240,       0.103,       0.965,   3.822e-01,      0.1191
 220,   1.990e+01,  -2.841e+01,   1.051e+00,       0.243,       0.104,       0.965,   1.300e-01,      0.2208
Strip 9
 221,   1.940e+01,  -2.664e+01,   9.820e-01,      -0.128,      -0.072,      -0.989,   1.527e-01,      0.2855
 222,   1.924e+01,  -2.664e+01,   1.000e+00,      -0.109,      -0.067,      -0.992,   4.482e-01,      0.3517
 223,   1.893e+01,  -2.664e+01,   1.012e+00,       0.009,      -0.032,      -0.999,   7.129e-01,      0.3746
 224,   1.848e+01,  -2.664e+01,   9.915e-01,       0.073,      -0.012,      -0.997,   9.418e-01,      0.3352
 225,   1.793e+01,  -2.664e+01,   9.394e-01,       0.113,       0.001,      -0.994,   1.119e+00,      0.2883
 226,   1.731e+01,  -2.664e+01,   8.660e-01,       0.120,       0.004,      -0.993,   1.228e+00,      0.2446
 227,   1.665e+01,  -2.664e+01,   7.930e-01,       0.099,      -0.005,      -0.995,   1.262e+00,      0.2207
 228,   1.599e+01,  -2.664e+01,   7.438e-01,       0.049,      -0.026,      -0.998,   1.220e+00,      0.2426
 229,   1.536e+01,  -2.664e+01,   7.316e-01,      -0.012,      -0.053,      -0.999,   1.112e+00,      0.3266
 230,   1.481e+01,  -2.664e+01,   7.534e-01,      -0.072,      -0.080,      -0.994,   9.439e-01,      0.4647
 231,   1.437e+01,  -2.664e+01,   7.987e-01,      -0.141,      -0.114,      -0.984,   7.236e-01,      0.6464
 232,   1.406e+01,  -2.664e+01,   8.618e-01,      -0.284,      -0.185,      -0.941,   4.715e-01,      0.7571
 233,   1.390e+01,  -2.664e+01,   9.372e-01,      -0.654,      -0.364,      -0.663,   2.259e-01,     -0.2400
 234,   1.390e+01,  -2.664e+01,   1.050e+00,      -0.800,      -0.400,       0.447,   3.436e-01,     -3.6753
 235,   1.406e+01,  -2.663e+01,   1.193e+00,      -0.486,      -0.226,       0.844,   5.295e-01,     -3.2098
 236,   1.437e+01,  -2.663e+01,   1.327e+00,      -0.321,      -0.140,       0.937,   7.627e-01,     -2.2086
 237,   1.481e+01,  -2.663e+01,   1.446e+00,      -0.206,      -0.083,       0.975,   9.644e-01,     -1.8159
 238,   1.536e+01,  -2.663e+01,   1.530e+00,      -0.101,      -0.033,       0.994,   1.118e+00,     -1.5751
 239,   1.599e+01,  -2.663e+01,   1.559e+00,       0.003,       0.013,       1.000,   1.217e+00,     -1.3205
 240,   1.665e+01,  -2.663e+01,   1.525e+00,       0.097,       0.052,       0.994,   1.261e+00,     -1.0059
 241,   1.731e+01,  -2.663e+01,   1.439e+00,       0.163,       0.077,       0.984,   1.236e+00,     -0.6811
 242,   1.793e+01,  -2.663e+01,   1.322e+00,       0.204,       0.092,       0.975,   1.138e+00,     -0.3987
 243,   1.848e+01,  -2.663e+01,   1.203e+00,       0.222,       0.098,       0.970,   9.664e-01,     -0.1829
 244,   1.893e+01,  -2.663e+01,   1.101e+00,       0.226,       0.099,       0.969,   7.343e-01,     -0.0397
 245,   1.924e+01,  -2.664e+01,   1.027e+00,       0.240,       0.103,       0.965,   4.601e-01,      0.1188
 246,   1.940e+01,  -2.664e+01,   9.869e-01,       0.243,       0.104,       0.965,   1.565e-01,      0.2210
Strip 10
 247,   1.884e+01,  -2.468e+01,   9.107e-01,      -0.128,      -0.072,      -0.989,   1.811e-01,      0.2870
 248,   1.867e+01,  -2.468e+01,   9.306e-01,      -0.109,      -0.067,      -0.992,   5.316e-01,      0.3537
 249,   1.833e+01,  -2.468e+01,   9.429e-01,       0.009,      -0.032,      -0.999,   8.454e-01,      0.3769
 250,   1.785e+01,  -2.468e+01,   9.211e-01,       0.073,      -0.012,      -0.997,   1.117e+00,      0.3374
 251,   1.726e+01,  -2.468e+01,   8.646e-01,       0.113,       0.001,      -0.994,   1.326e+00,      0.2902
 252,   1.658e+01,  -2.468e+01,   7.851e-01,       0.120,       0.004,      -0.993,   1.456e+00,      0.2457
 253,   1.586e+01,  -2.469e+01,   7.060e-01,       0.099,      -0.005,      -0.995,   1.496e+00,      0.2204
 254,   1.515e+01,  -2.469e+01,   6.526e-01,       0.049,      -0.026,      -0.998,   1.447e+00,      0.2407
 255,   1.447e+01,  -2.469e+01,   6.394e-01,      -0.012,      -0.053,      -0.999,   1.319e+00,      0.3231
 256,   1.388e+01,  -2.469e+01,   6.630e-01,      -0.072,      -0.080,      -0.994,   1.119e+00,      0.4597
 257,   1.340e+01,  -2.469e+01,   7.121e-01,      -0.141,      -0.114,      -0.984,   8.582e-01,      0.6411
 258,   1.306e+01,  -2.468e+01,   7.805e-01,      -0.284,      -0.184,      -0.941,   5.593e-01,      0.7623
 259,   1.289e+01,  -2.468e+01,   8.622e-01,      -0.653,      -0.364,      -0.664,   2.680e-01,     -0.1807
 260,   1.289e+01,  -2.468e+01,   9.849e-01,      -0.800,      -0.400,       0.447,   4.073e-01,     -3.5576
 261,   1.306e+01,  -2.468e+01,   1.139e+00,      -0.486,      -0.226,       0.844,   6.275e-01,     -3.1442
 262,   1.340e+01,  -2.468e+01,   1.285e+00,      -0.321,      -0.140,       0.937,   9.041e-01,     -2.1744
 263,   1.388e+01,  -2.467e+01,   1.414e+00,      -0.206,      -0.083,       0.975,   1.143e+00,     -1.7943
 264,   1.447e+01,  -2.467e+01,   1.504e+00,      -0.101,      -0.033,       0.994,   1.325e+00,     -1.5607
 265,   1.515e+01,  -2.467e+01,   1.536e+00,       0.003,       0.013,       1.000,   1.444e+00,     -1.3112
 266,   1.586e+01,  -2.467e+01,   1.500e+00,       0.097,       0.052,       0.994,   1.495e+00,     -1.0004
 267,   1.658e+01,  -2.468e+01,   1.406e+00,       0.163,       0.077,       0.984,   1.466e+00,     -0.6781
 268,   1.726e+01,  -2.468e+01,   1.280e+00,       0.204,       0.092,       0.975,   1.349e+00,     -0.3974
 269,   1.785e+01,  -2.468e+01,   1.150e+00,       0.222,       0.098,       0.970,   1.146e+00,     -0.1823
 270,   1.833e+01,  -2.468e+01,   1.039e+00,       0.226,       0.099,       0.969,   8.709e-01,     -0.0393
 271,   1.867e+01,  -2.468e+01,   9.591e-01,       0.240,       0.103,       0.965,   5.457e-01,      0.1190
 272,   1.884e+01,  -2.468e+01,   9.161e-01,       0.243,       0.104,       0.965,   1.857e-01,      0.2211
Strip 11
 273,   1.824e+01,  -2.256e+01,   8.334e-01,      -0.128,      -0.072,      -0.989,   2.119e-01,      0.2880
 274,   1.805e+01,  -2.256e+01,   8.550e-01,      -0.109,      -0.067,      -0.992,   6.219e-01,      0.3547
 275,   1.769e+01,  -2.256e+01,   8.683e-01,       0.009,      -0.032,      -0.999,   9.890e-01,      0.3779
 276,   1.717e+01,  -2.256e+01,   8.446e-01,       0.073,      -0.012,      -0.997,   1.306e+00,      0.3382
 277,   1.653e+01,  -2.256e+01,   7.833e-01,       0.113,       0.001,      -0.994,   1.551e+00,      0.2901
 278,   1.579e+01,  -2.256e+01,   6.972e-01,       0.120,       0.004,      -0.993,   1.703e+00,      0.2444
 279,   1.501e+01,  -2.256e+01,   6.114e-01,       0.099,      -0.005,      -0.995,   1.750e+00,      0.2175
 280,   1.424e+01,  -2.256e+01,   5.535e-01,       0.049,      -0.026,      -0.998,   1.693e+00,      0.2357
 281,   1.350e+01,  -2.256e+01,   5.392e-01,      -0.012,      -0.053,      -0.999,   1.543e+00,      0.3160
 282,   1.286e+01,  -2.256e+01,   5.648e-01,      -0.072,      -0.080,      -0.994,   1.310e+00,      0.4511
 283,   1.234e+01,  -2.256e+01,   6.181e-01,      -0.140,      -0.114,      -0.984,   1.004e+00,      0.6326
 284,   1.197e+01,  -2.256e+01,   6.922e-01,      -0.284,      -0.184,      -0.941,   6.545e-01,      0.7674
 285,   1.179e+01,  -2.256e+01,   7.808e-01,      -0.653,      -0.364,      -0.664,   3.137e-01,     -0.1055
 286,   1.179e+01,  -2.256e+01,   9.137e-01,      -0.801,      -0.400,       0.446,   4.762e-01,     -3.4019
 287,   1.197e+01,  -2.256e+01,   1.081e+00,      -0.486,      -0.226,       0.844,   7.337e-01,     -3.0549
 288,   1.234e+01,  -2.255e+01,   1.239e+00,      -0.321,      -0.140,       0.937,   1.057e+00,     -2.1264
 289,   1.286e+01,  -2.255e+01,   1.379e+00,      -0.206,      -0.083,       0.975,   1.337e+00,     -1.7627
 290,   1.350e+01,  -2.255e+01,   1.477e+00,      -0.101,      -0.033,       0.994,   1.550e+00,     -1.5384
 291,   1.424e+01,  -2.255e+01,   1.512e+00,       0.003,       0.013,       1.000,   1.689e+00,     -1.2955
 292,   1.501e+01,  -2.255e+01,   1.472e+00,       0.097,       0.052,       0.994,   1.749e+00,     -0.9898
 293,   1.579e+01,  -2.255e+01,   1.370e+00,       0.163,       0.077,       0.984,   1.716e+00,     -0.6716
 294,   1.653e+01,  -2.255e+01,   1.233e+00,       0.204,       0.092,       0.975,   1.579e+00,     -0.3935
 295,   1.717e+01,  -2.256e+01,   1.093e+00,       0.222,       0.098,       0.970,   1.341e+00,     -0.1800
 296,   1.769e+01,  -2.256e+01,   9.728e-01,       0.226,       0.099,       0.969,   1.019e+00,     -0.0381
 297,   1.805e+01,  -2.256e+01,   8.859e-01,       0.240,       0.103,       0.965,   6.385e-01,      0.1195
 298,   1.824e+01,  -2.256e+01,   8.392e-01,       0.243,       0.104,       0.965,   2.172e-01,      0.2212
Strip 12
 299,   1.760e+01,  -2.028e+01,   7.504e-01,      -0.128,      -0.072,      -0.989,   2.448e-01,      0.2885
 300,   1.740e+01,  -2.028e+01,   7.738e-01,      -0.109,      -0.067,      -0.992,   7.185e-01,      0.3552
 301,   1.700e+01,  -2.028e+01,   7.882e-01,       0.009,      -0.032,      -0.999,   1.143e+00,      0.3782
 302,   1.644e+01,  -2.028e+01,   7.626e-01,       0.073,      -0.012,      -0.997,   1.509e+00,      0.3379
 303,   1.574e+01,  -2.028e+01,   6.962e-01,       0.113,       0.001,      -0.994,   1.792e+00,      0.2889
 304,   1.494e+01,  -2.028e+01,   6.028e-01,       0.120,       0.004,      -0.993,   1.967e+00,      0.2415
 305,   1.410e+01,  -2.029e+01,   5.099e-01,       0.099,      -0.005,      -0.995,   2.021e+00,      0.2124
 306,   1.326e+01,  -2.029e+01,   4.472e-01,       0.049,      -0.026,      -0.998,   1.955e+00,      0.2282
 307,   1.247e+01,  -2.029e+01,   4.317e-01,      -0.012,      -0.053,      -0.999,   1.783e+00,      0.3063
 308,   1.177e+01,  -2.029e+01,   4.595e-01,      -0.072,      -0.080,      -0.994,   1.513e+00,      0.4396
 309,   1.120e+01,  -2.029e+01,   5.172e-01,      -0.140,      -0.114,      -0.984,   1.160e+00,      0.6213
 310,   1.081e+01,  -2.029e+01,   5.975e-01,      -0.284,      -0.184,      -0.941,   7.563e-01,      0.7718
 311,   1.061e+01,  -2.028e+01,   6.934e-01,      -0.653,      -0.364,      -0.665,   3.625e-01,     -0.0193
 312,   1.061e+01,  -2.028e+01,   8.375e-01,      -0.801,      -0.400,       0.445,   5.499e-01,     -3.2166
 313,   1.081e+01,  -2.028e+01,   1.019e+00,      -0.487,      -0.226,       0.844,   8.472e-01,     -2.9466
 314,   1.120e+01,  -2.028e+01,   1.190e+00,      -0.321,      -0.140,       0.937,   1.221e+00,     -2.0673
 315,   1.177e+01,  -2.028e+01,   1.341e+00,      -0.207,      -0.083,       0.975,   1.545e+00,     -1.7232
 316,   1.247e+01,  -2.028e+01,   1.448e+00,      -0.101,      -0.033,       0.994,   1.790e+00,     -1.5098
 317,   1.326e+01,  -2.028e+01,   1.485e+00,       0.003,       0.013,       1.000,   1.951e+00,     -1.2748
 318,   1.410e+01,  -2.028e+01,   1.442e+00,       0.097,       0.052,       0.994,   2.021e+00,     -0.9757
 319,   1.494e+01,  -2.028e+01,   1.332e+00,       0.163,       0.077,       0.984,   1.982e+00,     -0.6624
 320,   1.574e+01,  -2.028e+01,   1.184e+00,       0.204,       0.092,       0.975,   1.824e+00,     -0.3878
 321,   1.644e+01,  -2.028e+01,   1.031e+00,       0.222,       0.098,       0.970,   1.549e+00,     -0.1767
 322,   1.700e+01,  -2.028e+01,   9.015e-01,       0.226,       0.099,       0.969,   1.177e+00,     -0.0363
 323,   1.740e+01,  -2.028e+01,   8.073e-01,       0.240,       0.103,       0.965,   7.377e-01,      0.1202
 324,   1.760e+01,  -2.028e+01,   7.567e-01,       0.243,       0.104,       0.965,   2.510e-01,      0.2212
Strip 13
 325,   1.692e+01,  -1.787e+01,   6.624e-01,      -0.128,      -0.072,      -0.989,   2.795e-01,      0.2887
