xflr5 v6.47

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.384561
Cy    = ,   0.000000
Cd=,   0.005172,ICd=,    0.005172,PCd=,    0.000000
Cl   = ,-5.09131e-16
Cm   =,   -0.548252
ICn=,    0.000000,PCn=,    0.000000
XCP=,   12.149461, YCP=,    0.000000, ZCP=,    1.386644 
XNP=,    0.000000
Bending =, 87743.858530

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -34.9003,   3.6043, -3.894, 0.144920, 0.000000, 0.009865,-0.939486,-0.043073, 0.0000, 0.0000, 0.5018, 0.0000
  -34.6619,   3.6613, -2.994, 0.236901, 0.000000, 0.012393,-1.319396,-0.066807, 0.0000, 0.0000, 0.5243, 0.9380
  -34.1867,   3.7749, -2.215, 0.311640, 0.000000, 0.012056,-1.580073,-0.078495, 0.0000, 0.0000, 0.5076,12.0998
  -33.4780,   3.9444, -1.638, 0.363628, 0.000000, 0.010401,-1.743732,-0.088898, 0.0000, 0.0000, 0.4992,59.9331
  -32.5406,   4.1686, -1.237, 0.396806, 0.000000, 0.008568,-1.775697,-0.095582, 0.0000, 0.0000, 0.4939,193.1269
  -31.3809,   4.4459, -0.971, 0.416230, 0.000000, 0.007057,-1.709212,-0.099414, 0.0000, 0.0000, 0.4910,485.0012
  -30.0069,   4.7744, -0.804, 0.426164, 0.000000, 0.005980,-1.583403,-0.101514, 0.0000, 0.0000, 0.4899,1034.3744
  -28.4278,   5.1520, -0.705, 0.429691, 0.000000, 0.005285,-1.428167,-0.102639, 0.0000, 0.0000, 0.4905,1965.4616
  -26.6546,   5.5761, -0.652, 0.428872, 0.000000, 0.004880,-1.263365,-0.103224, 0.0000, 0.0000, 0.4924,3426.8128
  -24.6993,   6.0436, -0.631, 0.425023, 0.000000, 0.004682,-1.101057,-0.103498, 0.0000, 0.0000, 0.4955,5589.0387
  -22.5753,   6.5516, -0.632, 0.418958, 0.000000, 0.004623,-0.948053,-0.103586, 0.0000, 0.0000, 0.4996,8641.0109
  -20.2971,   7.0963, -0.648, 0.411154, 0.000000, 0.004653,-0.807779,-0.103558, 0.0000, 0.0000, 0.5047,12784.3066
  -17.8802,   7.6743, -0.675, 0.401866, 0.000000, 0.004737,-0.681573,-0.103451, 0.0000, 0.0000, 0.5108,18225.7789
  -15.3412,   8.2815, -0.709, 0.391187, 0.000000, 0.004844,-0.569554,-0.103290, 0.0000, 0.0000, 0.5182,25168.2906
  -12.6974,   8.9137, -0.747, 0.379080, 0.000000, 0.004947,-0.471196,-0.103098, 0.0000, 0.0000, 0.5271,33799.7974
   -9.9668,   9.5666, -0.785, 0.365383, 0.000000, 0.005009,-0.385657,-0.102912, 0.0000, 0.0000, 0.5380,44281.0915
   -7.1682,  10.2359, -0.814, 0.349794, 0.000000, 0.004975,-0.312048,-0.102810, 0.0000, 0.0000, 0.5519,56732.6033
   -4.3206,  10.9168, -0.813, 0.331806, 0.000000, 0.004715,-0.249623,-0.102988, 0.0000, 0.0000, 0.5708,71220.7071
   -1.4435,  11.6048, -0.693, 0.310446, 0.000000, 0.003766,-0.198352,-0.104013, 0.0000, 0.0000, 0.5989,87743.8585
    1.4435,  11.6048, -0.693, 0.310446, 0.000000, 0.003766,-0.198352,-0.104013, 0.0000, 0.0000, 0.5989,87743.8585
    4.3206,  10.9168, -0.813, 0.331806, 0.000000, 0.004715,-0.249623,-0.102988, 0.0000, 0.0000, 0.5708,71220.7071
    7.1682,  10.2359, -0.814, 0.349794, 0.000000, 0.004975,-0.312048,-0.102810, 0.0000, 0.0000, 0.5519,56732.6033
    9.9668,   9.5666, -0.785, 0.365383, 0.000000, 0.005009,-0.385657,-0.102912, 0.0000, 0.0000, 0.5380,44281.0915
   12.6974,   8.9137, -0.747, 0.379080, 0.000000, 0.004947,-0.471196,-0.103098, 0.0000, 0.0000, 0.5271,33799.7974
   15.3412,   8.2815, -0.709, 0.391187, 0.000000, 0.004844,-0.569554,-0.103290, 0.0000, 0.0000, 0.5182,25168.2906
   17.8802,   7.6743, -0.675, 0.401866, 0.000000, 0.004737,-0.681573,-0.103451, 0.0000, 0.0000, 0.5108,18225.7789
   20.2971,   7.0963, -0.648, 0.411154, 0.000000, 0.004653,-0.807779,-0.103558, 0.0000, 0.0000, 0.5047,12784.3066
   22.5753,   6.5516, -0.632, 0.418958, 0.000000, 0.004623,-0.948053,-0.103586, 0.0000, 0.0000, 0.4996,8641.0109
   24.6993,   6.0436, -0.631, 0.425023, 0.000000, 0.004682,-1.101057,-0.103498, 0.0000, 0.0000, 0.4955,5589.0387
   26.6546,   5.5761, -0.652, 0.428872, 0.000000, 0.004880,-1.263365,-0.103224, 0.0000, 0.0000, 0.4924,3426.8128
   28.4278,   5.1520, -0.705, 0.429691, 0.000000, 0.005285,-1.428167,-0.102639, 0.0000, 0.0000, 0.4905,1965.4616
   30.0069,   4.7744, -0.804, 0.426164, 0.000000, 0.005980,-1.583403,-0.101514, 0.0000, 0.0000, 0.4899,1034.3744
   31.3809,   4.4459, -0.971, 0.416230, 0.000000, 0.007057,-1.709212,-0.099414, 0.0000, 0.0000, 0.4910,485.0012
   32.5406,   4.1686, -1.237, 0.396806, 0.000000, 0.008568,-1.775697,-0.095582, 0.0000, 0.0000, 0.4939,193.1269
   33.4780,   3.9444, -1.638, 0.363628, 0.000000, 0.010401,-1.743732,-0.088898, 0.0000, 0.0000, 0.4992,59.9331
   34.1867,   3.7749, -2.215, 0.311640, 0.000000, 0.012056,-1.580073,-0.078495, 0.0000, 0.0000, 0.5076,12.0998
   34.6619,   3.6613, -2.994, 0.236901, 0.000000, 0.012393,-1.319396,-0.066807, 0.0000, 0.0000, 0.5243, 0.9380
   34.9003,   3.6043, -3.894, 0.144920, 0.000000, 0.009865,-0.939486,-0.043073, 0.0000, 0.0000, 0.5018, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 143,   2.073e+01,  -3.136e+01,   1.154e+00,      -0.128,      -0.072,      -0.989,   8.274e-02,      0.2536
 144,   2.060e+01,  -3.136e+01,   1.169e+00,      -0.109,      -0.067,      -0.992,   2.428e-01,      0.3040
 145,   2.036e+01,  -3.136e+01,   1.178e+00,       0.009,      -0.032,      -0.999,   3.863e-01,      0.3201
 146,   2.000e+01,  -3.136e+01,   1.162e+00,       0.073,      -0.012,      -0.997,   5.104e-01,      0.2504
 147,   1.957e+01,  -3.136e+01,   1.120e+00,       0.113,       0.001,      -0.994,   6.063e-01,      0.1597
 148,   1.907e+01,  -3.136e+01,   1.062e+00,       0.120,       0.004,      -0.993,   6.655e-01,      0.0497
 149,   1.854e+01,  -3.136e+01,   1.003e+00,       0.099,      -0.005,      -0.995,   6.838e-01,     -0.0636
 150,   1.801e+01,  -3.136e+01,   9.642e-01,       0.049,      -0.026,      -0.998,   6.613e-01,     -0.1502
 151,   1.751e+01,  -3.137e+01,   9.545e-01,      -0.012,      -0.053,      -0.999,   6.027e-01,     -0.1815
 152,   1.708e+01,  -3.136e+01,   9.719e-01,      -0.072,      -0.080,      -0.994,   5.113e-01,     -0.1692
 153,   1.672e+01,  -3.136e+01,   1.008e+00,      -0.141,      -0.114,      -0.984,   3.918e-01,     -0.1443
 154,   1.648e+01,  -3.136e+01,   1.058e+00,      -0.284,      -0.185,      -0.941,   2.552e-01,     -0.0753
 155,   1.635e+01,  -3.136e+01,   1.118e+00,      -0.655,      -0.365,      -0.662,   1.221e-01,      0.3465
 156,   1.635e+01,  -3.136e+01,   1.209e+00,      -0.799,      -0.399,       0.450,   1.865e-01,      0.5650
 157,   1.648e+01,  -3.136e+01,   1.322e+00,      -0.485,      -0.225,       0.845,   2.874e-01,     -0.2391
 158,   1.672e+01,  -3.135e+01,   1.429e+00,      -0.320,      -0.139,       0.937,   4.138e-01,     -0.4810
 159,   1.708e+01,  -3.135e+01,   1.524e+00,      -0.206,      -0.083,       0.975,   5.230e-01,     -0.6299
 160,   1.751e+01,  -3.135e+01,   1.591e+00,      -0.101,      -0.033,       0.994,   6.057e-01,     -0.7172
 161,   1.801e+01,  -3.135e+01,   1.614e+00,       0.003,       0.013,       1.000,   6.596e-01,     -0.7124
 162,   1.854e+01,  -3.135e+01,   1.587e+00,       0.097,       0.052,       0.994,   6.828e-01,     -0.6024
 163,   1.907e+01,  -3.135e+01,   1.518e+00,       0.163,       0.077,       0.984,   6.696e-01,     -0.4325
 164,   1.957e+01,  -3.135e+01,   1.425e+00,       0.204,       0.092,       0.975,   6.161e-01,     -0.2587
 165,   2.000e+01,  -3.136e+01,   1.330e+00,       0.222,       0.098,       0.970,   5.233e-01,     -0.1149
 166,   2.036e+01,  -3.136e+01,   1.249e+00,       0.226,       0.099,       0.969,   3.976e-01,     -0.0189
 167,   2.060e+01,  -3.136e+01,   1.190e+00,       0.240,       0.103,       0.965,   2.492e-01,      0.1003
 168,   2.073e+01,  -3.136e+01,   1.158e+00,       0.243,       0.104,       0.965,   8.477e-02,      0.1838
Strip 7
 169,   2.034e+01,  -2.999e+01,   1.104e+00,      -0.128,      -0.072,      -0.989,   1.036e-01,      0.2536
 170,   2.021e+01,  -2.999e+01,   1.120e+00,      -0.109,      -0.067,      -0.992,   3.039e-01,      0.3047
 171,   1.994e+01,  -2.999e+01,   1.129e+00,       0.009,      -0.032,      -0.999,   4.835e-01,      0.3216
 172,   1.956e+01,  -2.999e+01,   1.112e+00,       0.073,      -0.012,      -0.997,   6.388e-01,      0.2525
 173,   1.909e+01,  -2.999e+01,   1.068e+00,       0.113,       0.001,      -0.994,   7.587e-01,      0.1624
 174,   1.856e+01,  -2.999e+01,   1.005e+00,       0.120,       0.004,      -0.993,   8.329e-01,      0.0528
 175,   1.799e+01,  -2.999e+01,   9.423e-01,       0.099,      -0.005,      -0.995,   8.557e-01,     -0.0601
 176,   1.742e+01,  -2.999e+01,   9.001e-01,       0.049,      -0.026,      -0.998,   8.277e-01,     -0.1461
 177,   1.689e+01,  -2.999e+01,   8.897e-01,      -0.012,      -0.053,      -0.999,   7.543e-01,     -0.1771
 178,   1.642e+01,  -2.999e+01,   9.084e-01,      -0.072,      -0.080,      -0.994,   6.400e-01,     -0.1648
 179,   1.604e+01,  -2.999e+01,   9.472e-01,      -0.141,      -0.114,      -0.984,   4.905e-01,     -0.1396
 180,   1.577e+01,  -2.999e+01,   1.001e+00,      -0.284,      -0.185,      -0.941,   3.195e-01,     -0.0689
 181,   1.564e+01,  -2.999e+01,   1.066e+00,      -0.654,      -0.365,      -0.662,   1.530e-01,      0.3525
 182,   1.564e+01,  -2.999e+01,   1.163e+00,      -0.799,      -0.399,       0.449,   2.332e-01,      0.5627
 183,   1.577e+01,  -2.998e+01,   1.285e+00,      -0.485,      -0.225,       0.845,   3.595e-01,     -0.2451
 184,   1.604e+01,  -2.998e+01,   1.400e+00,      -0.320,      -0.139,       0.937,   5.177e-01,     -0.4874
 185,   1.642e+01,  -2.998e+01,   1.501e+00,      -0.206,      -0.083,       0.975,   6.544e-01,     -0.6374
 186,   1.689e+01,  -2.998e+01,   1.573e+00,      -0.101,      -0.033,       0.994,   7.580e-01,     -0.7258
 187,   1.742e+01,  -2.997e+01,   1.598e+00,       0.003,       0.013,       1.000,   8.256e-01,     -0.7221
 188,   1.799e+01,  -2.998e+01,   1.569e+00,       0.097,       0.052,       0.994,   8.547e-01,     -0.6123
 189,   1.856e+01,  -2.998e+01,   1.495e+00,       0.163,       0.077,       0.984,   8.383e-01,     -0.4416
 190,   1.909e+01,  -2.998e+01,   1.395e+00,       0.204,       0.092,       0.975,   7.713e-01,     -0.2664
 191,   1.956e+01,  -2.998e+01,   1.293e+00,       0.222,       0.098,       0.970,   6.551e-01,     -0.1209
 192,   1.994e+01,  -2.998e+01,   1.206e+00,       0.226,       0.099,       0.969,   4.978e-01,     -0.0233
 193,   2.021e+01,  -2.999e+01,   1.142e+00,       0.240,       0.103,       0.965,   3.119e-01,      0.0975
 194,   2.034e+01,  -2.999e+01,   1.108e+00,       0.243,       0.104,       0.965,   1.061e-01,      0.1819
Strip 8
 195,   1.990e+01,  -2.841e+01,   1.047e+00,      -0.128,      -0.072,      -0.989,   1.269e-01,      0.2537
 196,   1.975e+01,  -2.841e+01,   1.063e+00,      -0.109,      -0.067,      -0.992,   3.723e-01,      0.3051
 197,   1.946e+01,  -2.841e+01,   1.074e+00,       0.009,      -0.032,      -0.999,   5.923e-01,      0.3225
 198,   1.905e+01,  -2.841e+01,   1.055e+00,       0.073,      -0.012,      -0.997,   7.824e-01,      0.2537
 199,   1.855e+01,  -2.841e+01,   1.007e+00,       0.113,       0.001,      -0.994,   9.293e-01,      0.1638
 200,   1.797e+01,  -2.841e+01,   9.394e-01,       0.120,       0.004,      -0.993,   1.020e+00,      0.0544
 201,   1.736e+01,  -2.841e+01,   8.720e-01,       0.099,      -0.005,      -0.995,   1.048e+00,     -0.0584
 202,   1.675e+01,  -2.841e+01,   8.265e-01,       0.049,      -0.026,      -0.998,   1.014e+00,     -0.1445
 203,   1.617e+01,  -2.841e+01,   8.152e-01,      -0.012,      -0.053,      -0.999,   9.240e-01,     -0.1756
 204,   1.566e+01,  -2.841e+01,   8.354e-01,      -0.072,      -0.080,      -0.994,   7.840e-01,     -0.1637
 205,   1.525e+01,  -2.841e+01,   8.773e-01,      -0.141,      -0.114,      -0.984,   6.010e-01,     -0.1392
 206,   1.497e+01,  -2.841e+01,   9.355e-01,      -0.284,      -0.185,      -0.941,   3.915e-01,     -0.0692
 207,   1.482e+01,  -2.841e+01,   1.005e+00,      -0.654,      -0.365,      -0.663,   1.875e-01,      0.3511
 208,   1.482e+01,  -2.841e+01,   1.110e+00,      -0.800,      -0.400,       0.448,   2.856e-01,      0.5647
 209,   1.497e+01,  -2.840e+01,   1.241e+00,      -0.486,      -0.225,       0.845,   4.401e-01,     -0.2442
 210,   1.525e+01,  -2.840e+01,   1.366e+00,      -0.320,      -0.140,       0.937,   6.338e-01,     -0.4881
 211,   1.566e+01,  -2.840e+01,   1.475e+00,      -0.206,      -0.083,       0.975,   8.014e-01,     -0.6392
 212,   1.617e+01,  -2.840e+01,   1.553e+00,      -0.101,      -0.033,       0.994,   9.284e-01,     -0.7288
 213,   1.675e+01,  -2.840e+01,   1.580e+00,       0.003,       0.013,       1.000,   1.011e+00,     -0.7258
 214,   1.736e+01,  -2.840e+01,   1.549e+00,       0.097,       0.052,       0.994,   1.047e+00,     -0.6163
 215,   1.797e+01,  -2.840e+01,   1.468e+00,       0.163,       0.077,       0.984,   1.027e+00,     -0.4455
 216,   1.855e+01,  -2.840e+01,   1.361e+00,       0.204,       0.092,       0.975,   9.450e-01,     -0.2699
 217,   1.905e+01,  -2.840e+01,   1.250e+00,       0.222,       0.098,       0.970,   8.026e-01,     -0.1237
 218,   1.946e+01,  -2.841e+01,   1.156e+00,       0.226,       0.099,       0.969,   6.099e-01,     -0.0255
 219,   1.975e+01,  -2.841e+01,   1.088e+00,       0.240,       0.103,       0.965,   3.822e-01,      0.0960
 220,   1.990e+01,  -2.841e+01,   1.051e+00,       0.243,       0.104,       0.965,   1.300e-01,      0.1808
Strip 9
 221,   1.940e+01,  -2.664e+01,   9.820e-01,      -0.128,      -0.072,      -0.989,   1.527e-01,      0.2537
 222,   1.924e+01,  -2.664e+01,   1.000e+00,      -0.109,      -0.067,      -0.992,   4.482e-01,      0.3053
 223,   1.893e+01,  -2.664e+01,   1.012e+00,       0.009,      -0.032,      -0.999,   7.129e-01,      0.3229
 224,   1.848e+01,  -2.664e+01,   9.915e-01,       0.073,      -0.012,      -0.997,   9.418e-01,      0.2543
 225,   1.793e+01,  -2.664e+01,   9.394e-01,       0.113,       0.001,      -0.994,   1.119e+00,      0.1644
 226,   1.731e+01,  -2.664e+01,   8.660e-01,       0.120,       0.004,      -0.993,   1.228e+00,      0.0549
 227,   1.665e+01,  -2.664e+01,   7.930e-01,       0.099,      -0.005,      -0.995,   1.262e+00,     -0.0582
 228,   1.599e+01,  -2.664e+01,   7.438e-01,       0.049,      -0.026,      -0.998,   1.220e+00,     -0.1447
 229,   1.536e+01,  -2.664e+01,   7.316e-01,      -0.012,      -0.053,      -0.999,   1.112e+00,     -0.1764
 230,   1.481e+01,  -2.664e+01,   7.534e-01,      -0.072,      -0.080,      -0.994,   9.439e-01,     -0.1654
 231,   1.437e+01,  -2.664e+01,   7.987e-01,      -0.141,      -0.114,      -0.984,   7.236e-01,     -0.1421
 232,   1.406e+01,  -2.664e+01,   8.618e-01,      -0.284,      -0.185,      -0.941,   4.715e-01,     -0.0747
 233,   1.390e+01,  -2.664e+01,   9.372e-01,      -0.654,      -0.364,      -0.663,   2.259e-01,      0.3440
 234,   1.390e+01,  -2.664e+01,   1.050e+00,      -0.800,      -0.400,       0.447,   3.436e-01,      0.5703
 235,   1.406e+01,  -2.663e+01,   1.193e+00,      -0.486,      -0.226,       0.844,   5.295e-01,     -0.2378
 236,   1.437e+01,  -2.663e+01,   1.327e+00,      -0.321,      -0.140,       0.937,   7.627e-01,     -0.4844
 237,   1.481e+01,  -2.663e+01,   1.446e+00,      -0.206,      -0.083,       0.975,   9.644e-01,     -0.6373
 238,   1.536e+01,  -2.663e+01,   1.530e+00,      -0.101,      -0.033,       0.994,   1.118e+00,     -0.7280
 239,   1.599e+01,  -2.663e+01,   1.559e+00,       0.003,       0.013,       1.000,   1.217e+00,     -0.7258
 240,   1.665e+01,  -2.663e+01,   1.525e+00,       0.097,       0.052,       0.994,   1.261e+00,     -0.6170
 241,   1.731e+01,  -2.663e+01,   1.439e+00,       0.163,       0.077,       0.984,   1.236e+00,     -0.4466
 242,   1.793e+01,  -2.663e+01,   1.322e+00,       0.204,       0.092,       0.975,   1.138e+00,     -0.2710
 243,   1.848e+01,  -2.663e+01,   1.203e+00,       0.222,       0.098,       0.970,   9.664e-01,     -0.1249
 244,   1.893e+01,  -2.663e+01,   1.101e+00,       0.226,       0.099,       0.969,   7.343e-01,     -0.0265
 245,   1.924e+01,  -2.664e+01,   1.027e+00,       0.240,       0.103,       0.965,   4.601e-01,      0.0952
 246,   1.940e+01,  -2.664e+01,   9.869e-01,       0.243,       0.104,       0.965,   1.565e-01,      0.1801
Strip 10
 247,   1.884e+01,  -2.468e+01,   9.107e-01,      -0.128,      -0.072,      -0.989,   1.811e-01,      0.2537
 248,   1.867e+01,  -2.468e+01,   9.306e-01,      -0.109,      -0.067,      -0.992,   5.316e-01,      0.3054
 249,   1.833e+01,  -2.468e+01,   9.429e-01,       0.009,      -0.032,      -0.999,   8.454e-01,      0.3231
 250,   1.785e+01,  -2.468e+01,   9.211e-01,       0.073,      -0.012,      -0.997,   1.117e+00,      0.2544
 251,   1.726e+01,  -2.468e+01,   8.646e-01,       0.113,       0.001,      -0.994,   1.326e+00,      0.1644
 252,   1.658e+01,  -2.468e+01,   7.851e-01,       0.120,       0.004,      -0.993,   1.456e+00,      0.0546
 253,   1.586e+01,  -2.469e+01,   7.060e-01,       0.099,      -0.005,      -0.995,   1.496e+00,     -0.0590
 254,   1.515e+01,  -2.469e+01,   6.526e-01,       0.049,      -0.026,      -0.998,   1.447e+00,     -0.1462
 255,   1.447e+01,  -2.469e+01,   6.394e-01,      -0.012,      -0.053,      -0.999,   1.319e+00,     -0.1787
 256,   1.388e+01,  -2.469e+01,   6.630e-01,      -0.072,      -0.080,      -0.994,   1.119e+00,     -0.1688
 257,   1.340e+01,  -2.469e+01,   7.121e-01,      -0.141,      -0.114,      -0.984,   8.582e-01,     -0.1476
 258,   1.306e+01,  -2.468e+01,   7.805e-01,      -0.284,      -0.184,      -0.941,   5.593e-01,     -0.0842
 259,   1.289e+01,  -2.468e+01,   8.622e-01,      -0.653,      -0.364,      -0.664,   2.680e-01,      0.3324
 260,   1.289e+01,  -2.468e+01,   9.849e-01,      -0.800,      -0.400,       0.447,   4.073e-01,      0.5787
 261,   1.306e+01,  -2.468e+01,   1.139e+00,      -0.486,      -0.226,       0.844,   6.275e-01,     -0.2271
 262,   1.340e+01,  -2.468e+01,   1.285e+00,      -0.321,      -0.140,       0.937,   9.041e-01,     -0.4774
 263,   1.388e+01,  -2.467e+01,   1.414e+00,      -0.206,      -0.083,       0.975,   1.143e+00,     -0.6323
 264,   1.447e+01,  -2.467e+01,   1.504e+00,      -0.101,      -0.033,       0.994,   1.325e+00,     -0.7244
 265,   1.515e+01,  -2.467e+01,   1.536e+00,       0.003,       0.013,       1.000,   1.444e+00,     -0.7234
 266,   1.586e+01,  -2.467e+01,   1.500e+00,       0.097,       0.052,       0.994,   1.495e+00,     -0.6155
 267,   1.658e+01,  -2.468e+01,   1.406e+00,       0.163,       0.077,       0.984,   1.466e+00,     -0.4459
 268,   1.726e+01,  -2.468e+01,   1.280e+00,       0.204,       0.092,       0.975,   1.349e+00,     -0.2709
 269,   1.785e+01,  -2.468e+01,   1.150e+00,       0.222,       0.098,       0.970,   1.146e+00,     -0.1250
 270,   1.833e+01,  -2.468e+01,   1.039e+00,       0.226,       0.099,       0.969,   8.709e-01,     -0.0268
 271,   1.867e+01,  -2.468e+01,   9.591e-01,       0.240,       0.103,       0.965,   5.457e-01,      0.0949
 272,   1.884e+01,  -2.468e+01,   9.161e-01,       0.243,       0.104,       0.965,   1.857e-01,      0.1798
Strip 11
 273,   1.824e+01,  -2.256e+01,   8.334e-01,      -0.128,      -0.072,      -0.989,   2.119e-01,      0.2536
 274,   1.805e+01,  -2.256e+01,   8.550e-01,      -0.109,      -0.067,      -0.992,   6.219e-01,      0.3054
 275,   1.769e+01,  -2.256e+01,   8.683e-01,       0.009,      -0.032,      -0.999,   9.890e-01,      0.3231
 276,   1.717e+01,  -2.256e+01,   8.446e-01,       0.073,      -0.012,      -0.997,   1.306e+00,      0.2543
 277,   1.653e+01,  -2.256e+01,   7.833e-01,       0.113,       0.001,      -0.994,   1.551e+00,      0.1639
 278,   1.579e+01,  -2.256e+01,   6.972e-01,       0.120,       0.004,      -0.993,   1.703e+00,      0.0537
 279,   1.501e+01,  -2.256e+01,   6.114e-01,       0.099,      -0.005,      -0.995,   1.750e+00,     -0.0605
 280,   1.424e+01,  -2.256e+01,   5.535e-01,       0.049,      -0.026,      -0.998,   1.693e+00,     -0.1486
 281,   1.350e+01,  -2.256e+01,   5.392e-01,      -0.012,      -0.053,      -0.999,   1.543e+00,     -0.1822
 282,   1.286e+01,  -2.256e+01,   5.648e-01,      -0.072,      -0.080,      -0.994,   1.310e+00,     -0.1738
 283,   1.234e+01,  -2.256e+01,   6.181e-01,      -0.140,      -0.114,      -0.984,   1.004e+00,     -0.1551
 284,   1.197e+01,  -2.256e+01,   6.922e-01,      -0.284,      -0.184,      -0.941,   6.545e-01,     -0.0970
 285,   1.179e+01,  -2.256e+01,   7.808e-01,      -0.653,      -0.364,      -0.664,   3.137e-01,      0.3169
 286,   1.179e+01,  -2.256e+01,   9.137e-01,      -0.801,      -0.400,       0.446,   4.762e-01,      0.5892
 287,   1.197e+01,  -2.256e+01,   1.081e+00,      -0.486,      -0.226,       0.844,   7.337e-01,     -0.2131
 288,   1.234e+01,  -2.255e+01,   1.239e+00,      -0.321,      -0.140,       0.937,   1.057e+00,     -0.4678
 289,   1.286e+01,  -2.255e+01,   1.379e+00,      -0.206,      -0.083,       0.975,   1.337e+00,     -0.6251
 290,   1.350e+01,  -2.255e+01,   1.477e+00,      -0.101,      -0.033,       0.994,   1.550e+00,     -0.7189
 291,   1.424e+01,  -2.255e+01,   1.512e+00,       0.003,       0.013,       1.000,   1.689e+00,     -0.7193
 292,   1.501e+01,  -2.255e+01,   1.472e+00,       0.097,       0.052,       0.994,   1.749e+00,     -0.6127
 293,   1.579e+01,  -2.255e+01,   1.370e+00,       0.163,       0.077,       0.984,   1.716e+00,     -0.4441
 294,   1.653e+01,  -2.255e+01,   1.233e+00,       0.204,       0.092,       0.975,   1.579e+00,     -0.2699
 295,   1.717e+01,  -2.256e+01,   1.093e+00,       0.222,       0.098,       0.970,   1.341e+00,     -0.1245
 296,   1.769e+01,  -2.256e+01,   9.728e-01,       0.226,       0.099,       0.969,   1.019e+00,     -0.0266
 297,   1.805e+01,  -2.256e+01,   8.859e-01,       0.240,       0.103,       0.965,   6.385e-01,      0.0948
 298,   1.824e+01,  -2.256e+01,   8.392e-01,       0.243,       0.104,       0.965,   2.172e-01,      0.1795
Strip 12
 299,   1.760e+01,  -2.028e+01,   7.504e-01,      -0.128,      -0.072,      -0.989,   2.448e-01,      0.2535
 300,   1.740e+01,  -2.028e+01,   7.738e-01,      -0.109,      -0.067,      -0.992,   7.185e-01,      0.3053
 301,   1.700e+01,  -2.028e+01,   7.882e-01,       0.009,      -0.032,      -0.999,   1.143e+00,      0.3229
 302,   1.644e+01,  -2.028e+01,   7.626e-01,       0.073,      -0.012,      -0.997,   1.509e+00,      0.2539
 303,   1.574e+01,  -2.028e+01,   6.962e-01,       0.113,       0.001,      -0.994,   1.792e+00,      0.1632
 304,   1.494e+01,  -2.028e+01,   6.028e-01,       0.120,       0.004,      -0.993,   1.967e+00,      0.0523
 305,   1.410e+01,  -2.029e+01,   5.099e-01,       0.099,      -0.005,      -0.995,   2.021e+00,     -0.0627
 306,   1.326e+01,  -2.029e+01,   4.472e-01,       0.049,      -0.026,      -0.998,   1.955e+00,     -0.1518
 307,   1.247e+01,  -2.029e+01,   4.317e-01,      -0.012,      -0.053,      -0.999,   1.783e+00,     -0.1867
 308,   1.177e+01,  -2.029e+01,   4.595e-01,      -0.072,      -0.080,      -0.994,   1.513e+00,     -0.1799
 309,   1.120e+01,  -2.029e+01,   5.172e-01,      -0.140,      -0.114,      -0.984,   1.160e+00,     -0.1641
 310,   1.081e+01,  -2.029e+01,   5.975e-01,      -0.284,      -0.184,      -0.941,   7.563e-01,     -0.1123
 311,   1.061e+01,  -2.028e+01,   6.934e-01,      -0.653,      -0.364,      -0.665,   3.625e-01,      0.2982
 312,   1.061e+01,  -2.028e+01,   8.375e-01,      -0.801,      -0.400,       0.445,   5.499e-01,      0.6012
 313,   1.081e+01,  -2.028e+01,   1.019e+00,      -0.487,      -0.226,       0.844,   8.472e-01,     -0.1961
 314,   1.120e+01,  -2.028e+01,   1.190e+00,      -0.321,      -0.140,       0.937,   1.221e+00,     -0.4559
 315,   1.177e+01,  -2.028e+01,   1.341e+00,      -0.207,      -0.083,       0.975,   1.545e+00,     -0.6161
 316,   1.247e+01,  -2.028e+01,   1.448e+00,      -0.101,      -0.033,       0.994,   1.790e+00,     -0.7118
 317,   1.326e+01,  -2.028e+01,   1.485e+00,       0.003,       0.013,       1.000,   1.951e+00,     -0.7139
 318,   1.410e+01,  -2.028e+01,   1.442e+00,       0.097,       0.052,       0.994,   2.021e+00,     -0.6088
 319,   1.494e+01,  -2.028e+01,   1.332e+00,       0.163,       0.077,       0.984,   1.982e+00,     -0.4416
 320,   1.574e+01,  -2.028e+01,   1.184e+00,       0.204,       0.092,       0.975,   1.824e+00,     -0.2684
 321,   1.644e+01,  -2.028e+01,   1.031e+00,       0.222,       0.098,       0.970,   1.549e+00,     -0.1237
 322,   1.700e+01,  -2.028e+01,   9.015e-01,       0.226,       0.099,       0.969,   1.177e+00,     -0.0263
 323,   1.740e+01,  -2.028e+01,   8.073e-01,       0.240,       0.103,       0.965,   7.377e-01,      0.0948
 324,   1.760e+01,  -2.028e+01,   7.567e-01,       0.243,       0.104,       0.965,   2.510e-01,      0.1793
Strip 13
 325,   1.692e+01,  -1.787e+01,   6.624e-01,      -0.128,      -0.072,      -0.989,   2.795e-01,      0.2533
